Município,Componente Curricular,Etapa,Previstos,Avaliados,% Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,H 01 (%),H 02 (%),H 03 (%),H 04 (%),H 06 (%),H 07 (%),H 08 (%),H 09 (%),H 10 (%),Ciclos,Ano,Componente,H 45 (%),H 46 (%),H 47 (%),H 49 (%),H 50 (%),H 51 (%),H 52 (%),H 05 (%),H 11 (%),H 48 (%),H 53 (%),H 54 (%),H 55 (%),H 56 (%),H 57 (%),H 58 (%),H 59 (%),H 61 (%),H 62 (%),H 12 (%),H 14 (%),H 17 (%),H 19 (%),H 20 (%),H 21 (%),H 22 (%),H 26 (%),H 29 (%),H 60 (%),H 63 (%),H 64 (%),H 65 (%),H 66 (%),H 67 (%),H 68 (%),H 69 (%),H 71 (%),H 76 (%),H 77 (%),H 23 (%),H 24 (%),H 25 (%),H 27 (%),H 28 (%),H 30 (%),H 31 (%),H 36 (%),H 38 (%),H 70 (%),H 72 (%),H 73 (%),H 74 (%),H 75 (%),H 78 (%),H 80 (%),H 81 (%),H 82 (%),H 83 (%),H 85 (%),H 32 (%),H 33 (%),H 34 (%),H 35 (%),H 37 (%),H 39 (%),H 40 (%),H 41 (%),H 42 (%),H 43 (%),H 44 (%),H 79 (%),H 84 (%),H 86 (%),H 87 (%),H 88 (%),H 90 (%),H 91 (%),H 92 (%),H 93 (%),H 13 (%),H 16 (%),H 18 (%),H 15 (%),H 89 (%),H 94 (%),H 95 (%),H 96 (%),H 97 (%),H 98 (%)
CRATO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,123,68,55%,22%,43%,35%,56%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,79.0,,,,,,,,,,,,,,,,59.0,69.0,,62.0,,,,,,,,,,,,,,50.0,37.0,48.0,43.0,35.0,78.0,50.0,62.0,62.0,36.0,46.0,,,,,,,,,,,,,,,,,,,
CROATA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,232,19,8%,5%,26%,68%,73%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,89.0,,,,,,,,,,,,,,,,89.0,89.0,,79.0,,,,,,,,,,,,,,63.0,26.0,53.0,,32.0,89.0,,84.0,84.0,53.0,63.0,,,,,,,,,,,,,,,,,,,
ERERE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,93,19,20%,26%,16%,58%,56%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,68.0,,,,,,,,,,,,,,,,53.0,68.0,,68.0,,,,,,,,,,,,,,47.0,44.0,53.0,42.0,37.0,58.0,58.0,65.0,68.0,25.0,47.0,,,,,,,,,,,,,,,,,,,
EUSEBIO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,940,14,1%,7%,0%,93%,67%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,95.0,,,,,,,,,,,,,,,,79.0,36.0,,79.0,,,,,,,,,,,,,,0.0,79.0,0.0,0.0,7.0,100.0,0.0,80.0,93.0,36.0,62.0,,,,,,,,,,,,,,,,,,,
FARIAS BRITO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,21,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORQUILHA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,253,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,204,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANJA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,748,681,91%,17%,23%,60%,68%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,82.0,,,,,,,,,,,,,,,,75.0,76.0,,80.0,,,,,,,,,,,,,,71.0,28.0,71.0,,39.0,82.0,,78.0,63.0,42.0,64.0,,,,,,,,,,,,,,,,,,,
GRANJEIRO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,81,23,28%,22%,17%,57%,57%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,75.0,,,,,,,,,,,,,,,,22.0,65.0,,52.0,,,,,,,,,,,,,,78.0,26.0,70.0,,13.0,83.0,,74.0,65.0,33.0,46.0,,,,,,,,,,,,,,,,,,,
GROAIRAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,136,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARAMIRANGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,81,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HORIZONTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,1,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBARETAMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,190,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIAPINA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,314,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICAPUI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,90,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,672,140,21%,26%,28%,46%,57%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,80.0,,,,,,,,,,,,,,,,54.0,63.0,,57.0,,,,,,,,,,,,,,47.0,29.0,50.0,59.0,37.0,73.0,52.0,63.0,66.0,35.0,53.0,,,,,,,,,,,,,,,,,,,
IGUATU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,176,123,70%,34%,30%,36%,52%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,67.0,,,,,,,,,,,,,,,,39.0,53.0,,57.0,,,,,,,,,,,,,,58.0,21.0,47.0,38.0,25.0,68.0,40.0,59.0,57.0,40.0,43.0,,,,,,,,,,,,,,,,,,,
IPAPORANGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,163,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPAUMIRIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,133,106,80%,33%,19%,48%,56%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,75.0,,,,,,,,,,,,,,,,44.0,60.0,,64.0,,,,,,,,,,,,,,50.0,67.0,49.0,49.0,28.0,70.0,60.0,67.0,54.0,37.0,51.0,,,,,,,,,,,,,,,,,,,
IRACEMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,121,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRAUCUBA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,345,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAICABA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,94,90,96%,23%,21%,56%,64%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,80.0,,,,,,,,,,,,,,,,67.0,70.0,,69.0,,,,,,,,,,,,,,63.0,33.0,68.0,,53.0,77.0,,67.0,56.0,44.0,56.0,,,,,,,,,,,,,,,,,,,
ITAITINGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,448,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPAJE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,567,484,85%,26%,25%,49%,60%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,79.0,,,,,,,,,,,,,,,,58.0,60.0,,67.0,,,,,,,,,,,,,,47.0,60.0,49.0,51.0,37.0,75.0,55.0,72.0,66.0,38.0,54.0,,,,,,,,,,,,,,,,,,,
ITATIRA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,84,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARETAMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,25,25,100%,12%,32%,56%,65%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,84.0,,,,,,,,,,,,,,,,60.0,68.0,,64.0,,,,,,,,,,,,,,52.0,48.0,56.0,52.0,60.0,76.0,74.0,72.0,68.0,44.0,76.0,,,,,,,,,,,,,,,,,,,
JAGUARIBE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,420,375,89%,26%,29%,45%,57%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,76.0,,,,,,,,,,,,,,,,54.0,63.0,,63.0,,,,,,,,,,,,,,41.0,43.0,40.0,42.0,42.0,76.0,61.0,64.0,62.0,33.0,46.0,,,,,,,,,,,,,,,,,,,
JARDIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,171,19,11%,11%,47%,42%,56%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,84.0,,,,,,,,,,,,,,,,21.0,74.0,,63.0,,,,,,,,,,,,,,,16.0,,53.0,32.0,82.0,74.0,74.0,45.0,24.0,32.0,,,,,,,,,,,,,,,,,,,
JATI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,104,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUAZEIRO DO NORTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,410,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUCAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,302,287,95%,21%,16%,63%,65%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,81.0,,,,,,,,,,,,,,,,61.0,67.0,,65.0,,,,,,,,,,,,,,52.0,44.0,61.0,65.0,43.0,81.0,58.0,79.0,68.0,38.0,67.0,,,,,,,,,,,,,,,,,,,
LIMOEIRO DO NORTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,456,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADALENA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,241,183,76%,14%,29%,57%,66%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,87.0,,,,,,,,,,,,,,,,63.0,64.0,,70.0,,,,,,,,,,,,,,59.0,60.0,59.0,42.0,53.0,85.0,59.0,72.0,70.0,42.0,63.0,,,,,,,,,,,,,,,,,,,
MARACANAU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,41,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARANGUAPE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,129,2,2%,100%,0%,0%,30%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,25.0,,,,,,,,,,,,,,,,50.0,0.0,,100.0,,,,,,,,,,,,,,100.0,25.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
MARCO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,483,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTINOPOLE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,210,143,68%,16%,23%,61%,66%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,80.0,,,,,,,,,,,,,,,,59.0,64.0,,66.0,,,,,,,,,,,,,,55.0,52.0,63.0,57.0,63.0,83.0,67.0,71.0,76.0,47.0,62.0,,,,,,,,,,,,,,,,,,,
MASSAPE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,441,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAURITI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,596,528,89%,26%,29%,45%,58%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,71.0,,,,,,,,,,,,,,,,48.0,64.0,,67.0,,,,,,,,,,,,,,56.0,48.0,50.0,49.0,38.0,80.0,67.0,63.0,58.0,37.0,52.0,,,,,,,,,,,,,,,,,,,
MERUOCA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,235,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILAGRES,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,42,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONSENHOR TABOSA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,122,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADA NOVA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,611,20,3%,20%,10%,70%,70%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,85.0,,,,,,,,,,,,,,,,75.0,85.0,,80.0,,,,,,,,,,,,,,60.0,45.0,60.0,,30.0,90.0,,83.0,65.0,43.0,75.0,,,,,,,,,,,,,,,,,,,
MUCAMBO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,186,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULUNGU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,111,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA OLINDA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,207,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA RUSSAS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,305,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO ORIENTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,367,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCARA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,292,282,97%,32%,23%,45%,56%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,76.0,,,,,,,,,,,,,,,,49.0,56.0,,61.0,,,,,,,,,,,,,,53.0,40.0,51.0,41.0,29.0,71.0,53.0,66.0,58.0,37.0,50.0,,,,,,,,,,,,,,,,,,,
PACAJUS,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,250,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACUJA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,72,68,94%,21%,13%,66%,69%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,82.0,,,,,,,,,,,,,,,,85.0,74.0,,79.0,,,,,,,,,,,,,,65.0,22.0,75.0,,44.0,87.0,,81.0,68.0,46.0,65.0,,,,,,,,,,,,,,,,,,,
PALHANO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,85,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMACIA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,117,106,91%,24%,11%,65%,62%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,74.0,,,,,,,,,,,,,,,,64.0,66.0,,65.0,,,,,,,,,,,,,,63.0,57.0,35.0,59.0,51.0,77.0,65.0,74.0,69.0,19.0,62.0,,,,,,,,,,,,,,,,,,,
PARACURU,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,615,36,6%,56%,31%,14%,46%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,69.0,,,,,,,,,,,,,,,,64.0,36.0,,28.0,,,,,,,,,,,,,,61.0,17.0,39.0,,25.0,67.0,,50.0,31.0,31.0,34.0,,,,,,,,,,,,,,,,,,,
PARAMOTI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,16,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRA BRANCA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,465,412,89%,0%,1%,99%,90%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,95.0,,,,,,,,,,,,,,,,91.0,89.0,,93.0,,,,,,,,,,,,,,91.0,87.0,94.0,92.0,88.0,92.0,93.0,90.0,96.0,67.0,93.0,,,,,,,,,,,,,,,,,,,
PENTECOSTE,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,352,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEREIRO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,166,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINDORETAMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,322,259,80%,27%,27%,46%,57%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,74.0,,,,,,,,,,,,,,,,36.0,56.0,,53.0,,,,,,,,,,,,,,39.0,33.0,61.0,53.0,31.0,84.0,62.0,46.0,64.0,33.0,48.0,,,,,,,,,,,,,,,,,,,
PIQUET CARNEIRO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,34,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORANGA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,128,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTENGI,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,98,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTIRETAMA,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,105,90,86%,16%,24%,60%,67%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,83.0,,,,,,,,,,,,,,,,47.0,67.0,,68.0,,,,,,,,,,,,,,55.0,36.0,79.0,57.0,51.0,81.0,72.0,80.0,74.0,42.0,61.0,,,,,,,,,,,,,,,,,,,
QUIXELO,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,169,0,0%,0%,0%,0%,0%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIXERAMOBIM,LÍNGUA PORTUGUESA,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,1079,855,79%,14%,18%,67%,69%,,,,,,,,,,1,5,LPL,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,78.0,,,,,,,,,,,,,,,,66.0,73.0,,71.0,,,,,,,,,,,,,,61.0,56.0,64.0,68.0,58.0,83.0,72.0,71.0,73.0,49.0,68.0,,,,,,,,,,,,,,,,,,,
